Comment,Author,Published At,Published Year,Sentiment Type
Literally we are very thankful to Allah SWT we are aware from this scientist 😂,@amairkhan2907,2023-09-14T08:47:40Z,2023,Positive
Bhai mere Kuch bhi faida nai hai Dimaq k itne ghode daudake 😂 ye sab Kuch bhi exists nai kerte mere Bhai instead of this researchers U must research from Quran if u want to know evolution u must read Noah AS story 👍,@amairkhan2907,2023-09-14T08:43:48Z,2023,Negative
"Sir agar Aisa hi chalta raha to human civilization ka ant jald hi ho gayega <br>Human apna ant khud karege kyuki itne war atom bomb,global warming, population",@gauravgupta5416,2023-09-14T05:54:35Z,2023,Neutral
Man liya Sab thik hai par insano ka purbaj jo dikhya O galat hai tum logo ka purbaj bandar rahe hoge Mera nahi😂😂,@pandafan1915,2023-09-13T17:07:06Z,2023,Neutral
O Bhai ap na end pa ai ka bandro sa insan ka  Evolution  direct he kar dia YA ni batia ka bandro sa kasa insan ban o Bhai ya choot ha Islam ko study karo ap ko sab Bata chil jy ga.,@usamaarshad4323,2023-09-13T05:36:11Z,2023,Neutral
Aaj ki generation mujre krne me lagi hai,@Orochimaru_Theshanin,2023-09-12T13:19:15Z,2023,Neutral
Hahaha everything in this video is just a piece of assumptions of scientist. No body was there at that time so this is totally shit according to me. And how it is proved that this happens 66 millions years ago. How we know scientists are 100% accurate. Btw good content and awsme editing❤,@nasirmayo1615,2023-09-12T00:55:04Z,2023,Positive
"Give us a specific video about Titano Boa , please... Was it really exist? Or is it a myth or mystery??",@deepojyotibanerjee9751,2023-09-11T22:14:19Z,2023,Neutral
❤❤❤❤❤,@mdainain8900,2023-09-11T15:23:07Z,2023,Neutral
Ye sab mere Allah ki marzi ha wo duniya ko chalane wala ha na usne kisi ko janam Diya na wo kisi se janma or wo akela ha or wo hamesha se ha,@cowcollectionofkolkatta,2023-09-11T09:50:57Z,2023,Negative
𝕋ℍ𝔸ℕ𝕆𝕊 𝕊𝕃𝔸ℙ,@s_asif_01,2023-09-11T07:21:06Z,2023,Neutral
"I love that background thanos 😂😂  in <a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=618"">10:18</a>",@80plays3,2023-09-10T12:06:23Z,2023,Positive
0.5M se pehle ho jaega,@tech_gfx,2023-09-09T16:51:26Z,2023,Neutral
Lakin sir kabhi na kabhi human ka aant hoga earth se,@aryanyuvraj1124,2023-09-09T15:28:55Z,2023,Neutral
Chicken the favourite food😅😅 actually human are more dangerous than dinosaur,@Jinennarzary,2023-09-09T12:17:27Z,2023,Negative
Lo fir aagaya 🦖🦕🦖🦕,@Profile0123,2023-09-09T08:56:23Z,2023,Neutral
bhaiya ek achaaa sa mic lelo voice clear nhi hoti,@lakshayrajora1654,2023-09-09T08:33:34Z,2023,Positive
😮,@SAMIURRAHMANSAKIB,2023-09-08T20:17:33Z,2023,Neutral
Hello sir kuch log bolte h ki dinosaur ke time or titonoboa sbake bhi tha to ye baat sahi h kya is or video banao,@shrutishinde7218,2023-09-08T16:42:01Z,2023,Neutral
I don&#39;t believe in dinosaurs as I have not heard of any dinosaurs in any religion scripts<br>If any one has knowledge on this or any mention of such creatures in any religion script please let me know,@6.9_edits__,2023-09-08T16:32:52Z,2023,Neutral
Insan multi planetary bnne ka sapna sanjo rha hai..Insan apni buddhi ka istemal karke khud ko jinda rkhne ke liye ek baar ko pura planet tabah kar de.,@megaknight3705,2023-09-08T14:30:33Z,2023,Neutral
We need a video on the ice age,@Jokr-uw3oc,2023-09-08T09:46:15Z,2023,Neutral
The fact that today&#39;s chickens are their closest relatives. 😛,@kratos692,2023-09-08T09:11:53Z,2023,Neutral
As a geologist and an Indian I find it outrageous how you ignored the effect of Deccan basalt (one of the biggest volcanic erruption event) in the causes for mass extinction that killed off dinasour. It&#39;s very surface level research which one could do in less than an hour if one know where to find it,@harshwardhan228,2023-09-07T19:16:58Z,2023,Negative
YE HE MERE ALLAH KI QUDRAT,@jawadkhan1096,2023-09-07T19:08:57Z,2023,Negative
Evolution of human par video banaiye,@politicalsciencedetailedan1527,2023-09-07T17:23:23Z,2023,Neutral
"Save trees, save animals save nature 🙏",@sauravkalita4092,2023-09-07T17:20:09Z,2023,Neutral
"The extinction of dinosaur 174 million years, but humans doesn&#39;t exist these million years because of spreading pollution widely everywhere",@soumyabhat5938,2023-09-07T15:32:23Z,2023,Neutral
"Benefits of avoiding dairy products and replacing them with plant based milks ( soy milk peanut milk ) ...<br><br>Reduce Animal Cruelty (reduce beef production happening due to dairy products) and PROTECT OUR PLANET EARTH .....<br><br>Stabilize Our environment as Dairy farms produce METHANE which is 80% more dangerous than Carbon di oxide causing currently now Global warming ...<br>                                                            Also  70 to 80 percent agricultural land used for production of foods for this Animal husbandry ( for animals like Chicken, Cows, Goats, Pigs why because we need their meat and milk and for their 1kg meat they eat plant foods like from 5 kg to 25 kg as chicken eats 5 kg cows eats 25 kg ) think how much land we have when no one eat meat ... there will be no population issue ... hunger issue ... enivormental issue ... 😮",@Zakyonthe,2023-09-07T14:01:03Z,2023,Neutral
This is not true content..... what is the measurement tool to measure 170 million years?,@asf8739,2023-09-07T12:04:06Z,2023,Positive
Tussi great Ho sir 👍🤗,@kanchanmaitra3368,2023-09-07T08:15:27Z,2023,Positive
Nice Video,@sambitranjan9584,2023-09-07T07:57:21Z,2023,Positive
Bhai 1 M years ne extinction ho gayaga,@Agrimpal4454,2023-09-07T05:40:08Z,2023,Neutral
🙌,@user-ni2ds3in5j,2023-09-07T04:28:27Z,2023,Neutral
Interesting video......but I can&#39;t believe that humans were doesn&#39;t exist in dinosaur 🦕 period.....,@f.shabnam,2023-09-07T04:19:53Z,2023,Positive
Bhai Greek mythology ka upar ek video banao. Plz,@md.asfialammahin2608,2023-09-06T20:45:46Z,2023,Neutral
Bhai Greek mythology ka upar ek video banao,@md.asfialammahin2608,2023-09-06T20:45:16Z,2023,Neutral
You deserve more followers and likes and love ❤ bro I watched your videos now &amp; your videos are bestest videos,@bhanusingh6612,2023-09-06T19:07:10Z,2023,Positive
Can we break Time period of Dinosaurs?😢,@AJAYFREEFIRE_,2023-09-06T18:32:03Z,2023,Neutral
Came here to watch video in pinned commy,@ronaltherai,2023-09-06T18:06:24Z,2023,Neutral
I want a video regarding the holy beliefs about dinosaurs according to vedas or scriptures..that would be very interesting..,@abhilashgupta5593,2023-09-06T17:03:05Z,2023,Neutral
Wow it&#39;s interesting 😮,@kashettyavp,2023-09-06T16:45:38Z,2023,Positive
100million pehle tu paida hua tha kya,@AbdurRehman-pl4pr,2023-09-06T16:44:37Z,2023,Neutral
"I wonder how lizards,turtles, crocodiles etc. Could survive freezing temperatures for 3 years,birds and mammals sure can.",@aditya_raperia11,2023-09-06T16:43:05Z,2023,Neutral
2nd time watching 😊,@MrTechAnkush,2023-09-06T16:31:36Z,2023,Neutral
भईया मेरे दिमाग में एक सवाल चल रहा है कि पहले भगवान ने जन्म लिया था या डायनासोर ने,@muketsuman9897,2023-09-06T07:21:33Z,2023,Neutral
Dhruv: kya hoga agar ek astroid earth  ko hit karega to ?<br><br>Jupiter be like: No fikar when I am here😂😂,@Aesthetic_ka_lauda_zoro,2023-09-06T06:00:09Z,2023,Neutral
You r So much Energetic and Allhamdolilah گیانی...<br><br>Best of Luck Brother from 🇵🇰,@sheelfighter9383,2023-09-05T20:28:11Z,2023,Positive
Very good,@xrmplays_gaming_vidoes,2023-09-05T16:32:32Z,2023,Positive
Anyone suggest me a good movie of dinosaur pls,@if95927,2023-09-05T14:12:02Z,2023,Positive
1 mil. Years me khatam ho jayaenge insan,@pradipdhadhal4464,2023-09-05T10:18:19Z,2023,Neutral
supar se upar bideo,@kalyanboss3985,2023-09-05T05:31:25Z,2023,Neutral
⚠️⚠️⚠️🤔😰,@BTAshani830Vlog,2023-09-05T03:59:40Z,2023,Neutral
Bro please time travel concept par video banao,@pawanlohia993,2023-09-04T21:53:33Z,2023,Neutral
Thank you so much for these wonderful knowledgeable information.... 😊,@mjmanisha05,2023-09-04T15:30:35Z,2023,Positive
Reptiles cute dikhte the? 🙄,@seemasemwal6727,2023-09-04T10:47:55Z,2023,Positive
1 million pe ho jayega 😅,@Manjusmamadapur,2023-09-04T07:36:10Z,2023,Neutral
God is watching our misdeed whenever it reaches it last point!<br>Humans will be extinct,@justtop5things879,2023-09-03T20:57:58Z,2023,Neutral
Everyone has to die..<br>Better be let&#39;s extinct..,@RAVI-sv9co,2023-09-03T17:44:09Z,2023,Negative
i like your video,@suboohiyasmeen,2023-09-03T17:36:19Z,2023,Neutral
We really appreciate your work 🙏🏻,@theunbeatables_,2023-09-03T17:33:41Z,2023,Positive
well researched,@user-bm1dw5gf8j,2023-09-03T17:30:57Z,2023,Neutral
Less than 1 million😢,@arsh_sam119,2023-09-03T16:27:05Z,2023,Negative
Our country has also crater in lonar lake Maharashtra,@bakingnews247,2023-09-03T16:19:21Z,2023,Neutral
Stuck in dhruv rathee video loop,@aadikere,2023-09-03T14:34:39Z,2023,Neutral
I prepared my extinction  topic of evolution and behaviour from this video <br>Omg Dhruv sir you are great thankyou so so much 💟🤍,@poojavermaverma7739,2023-09-03T09:22:20Z,2023,Neutral
One day earth 🌍 the end 🔚🔚,@karanadhikari8709,2023-09-03T07:37:22Z,2023,Neutral
jitni jaldi mare utni acchi hain,@Riya-oi9ik,2023-09-03T06:53:08Z,2023,Neutral
Most beautiful video!!!!,@lawgyst,2023-09-03T06:42:52Z,2023,Positive
Explain Schrodinger act experiment!!,@ksbnnm529,2023-09-03T06:41:10Z,2023,Neutral
Bahut bachche se apne samjhaya.....dil jeet liya apne....❤❤❤❤,@ankitkumarmishra6424,2023-09-02T16:17:31Z,2023,Neutral
PLANET:_KEPLER 425B(Explain),@musicismysoul4362,2023-09-01T19:22:10Z,2023,Neutral
UR RIGHT BUT EVOLUTION THEORY IS WRONG,@BestIslamicContent321,2023-09-01T17:36:02Z,2023,Negative
Dhruv Bhai mein aapka video bahut dekhte aap puche Kitna sal Tak Insan kab tak rahenge mein batata hun aapko mere hisab se Ek Aisa samay aaega itna Ghar hoga itna Ghar hoga koi kabhi khula jagah nahin dekh,@Mastar_Gyani2681,2023-09-01T16:57:20Z,2023,Neutral
Bhai aap sab se best youtuber ho ❤ love u bro <br>Apki videos bhot achi aur knowledge se bhar pur hoti hai,@amanramteke269,2023-09-01T14:25:17Z,2023,Positive
LOVE YOUR VIDEOS BRO GREATEST EXLAINATION IN THE WORLD,@syedyousuf8829,2023-09-01T11:07:19Z,2023,Positive
❤❤❤❤❤,@yy6cx,2023-09-01T09:50:04Z,2023,Neutral
GAAN DHO KE AA PAHLE,@nileshparmar7781,2023-08-31T19:05:45Z,2023,Neutral
